date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:03:18	1055/1055	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Jul%202018%2013:03:17%20GMT	http://mattfarley.ca/robots.txt		(from )
15:03:19	20247/20247	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Jul%202018%2013:03:18%20GMT	http://mattfarley.ca/	C:/Users/user/Documents/developer%20web/mattfarley.ca/index.html	(from )
15:03:19	4095/4095	---M--	200	added ('OK')	image/png	etag:%22ffedb1e8c7ac838c81670aa9c0f0047a%22	http://mattfarley.ca/img/og_thumbnail.png	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/og_thumbnail.png	(from http://mattfarley.ca/)
15:03:20	959/959	---M--	200	added ('OK')	image/png	etag:%22151702170cf8190860cc7be0c1ddadd7%22	http://mattfarley.ca/img/favicon-32.png	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/favicon-32.png	(from http://mattfarley.ca/)
15:03:21	179437/179437	---MCZ	200	added ('OK')	text/css	etag:%226c10e2da4c1b06dac52379542b6d3c7d%22	http://mattfarley.ca/css/main.css	C:/Users/user/Documents/developer%20web/mattfarley.ca/css/main.css	(from http://mattfarley.ca/)
15:03:22	1846/1846	---MCZ	200	added ('OK')	image/svg+xml	etag:%2228ca71eae166ad882e62fa0c6f73da3f%22	http://mattfarley.ca/img/mf-logo.svg	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/mf-logo.svg	(from http://mattfarley.ca/)
15:03:23	5098/5098	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Jul%202018%2013:03:22%20GMT	http://mattfarley.ca/contact	C:/Users/user/Documents/developer%20web/mattfarley.ca/contact.html	(from http://mattfarley.ca/)
15:03:23	14078/14078	---MCZ	200	added ('OK')	image/svg+xml	etag:%2291fba148f15f35c06d6195f6ed1050f1%22	http://mattfarley.ca/img/mf-avatar.svg	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/mf-avatar.svg	(from http://mattfarley.ca/)
15:03:24	3205/3205	---MCZ	200	added ('OK')	image/svg+xml	etag:%226e024deec44cefc7a8b49aca263e72fd%22	http://mattfarley.ca/img/icon-designer.svg	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/icon-designer.svg	(from http://mattfarley.ca/)
15:03:24	4620/4620	---MCZ	200	added ('OK')	image/svg+xml	etag:%225f379fd2aa9c44f384b3e1799ff361fb%22	http://mattfarley.ca/img/icon-frontend.svg	C:/Users/user/Documents/developer%20web/mattfarley.ca/img/icon-frontend.svg	(from http://mattfarley.ca/)
